ID,NAME,ADDRESS,CITY,STATE,ZIP,PHONE
492bb994-a59c-3af7-a0f9-b94084d07b66,Harraby Surgery,Eastern Way 1,Carlisle,Cumbria,CA3 8,+44 1228 515808
36b0e3f7-2211-32ce-b9b7-9e2860dbdfd9,Helme Chase Surgery,,Kendal,Cumbria,LA9 4,
e72d920e-8642-37d1-8582-4e2a062dc7ea,Wigton Hospital,Cross Lane nan,Wigton,Cumbria,CA7 9,+44 16973 66600
ea918b8a-ad08-3f24-8979-3fa5da572343,Cumberland Infirmary,,Carlisle,Cumbria,CA2 7,
182af8aa-c45b-35fe-a899-773943d68cfd,St. Mary's Surgery,Ambleside Road nan,Kendal,Cumbria,LA8 9,+44 15394 88484
c0a94915-8306-3802-ab6d-cf64bfd62a5e,St Mary's Hospice,,Ulverston,Cumbria,LA12 7,+44 1229 580305
581dcee2-3dc6-367b-b1d4-5db8f3142d21,Brampton Medical Practice,,Carlisle,Cumbria,CA4 8,
f0ffc385-3c8a-35d6-b7a2-b5ce525f49f2,Eden Valley Hospice,Durdar Road nan,Carlisle,Cumbria,CA3 8,
661aa6ec-ac20-3ad8-9e04-4d9182b66cce,Workington Community Hospital,,Workington,Cumbria,CA14 2,
9c368a7a-d073-3dcd-b795-1cbd82ee3212,Mary Hewetson Cottage Hospital,Crosthwaite Road nan,Keswick,Cumbria,CA12 5,+44 1768 245678
a4d7afc5-22aa-33d2-8d62-fc371bb74678,Millom Community Hospital,Lapstone Road nan,Millom,Cumbria,LA18 5,
442a43d2-5a5e-3c41-8582-c26cd00a685b,St Mary's Hospice,,Ulverston,Cumbria,LA12 7,+44 1229 580305
09e76d02-edaa-3f90-8696-05b59a7b2cda,Derwent House Surgery,,Cockermouth,Cumbria,CA13 9,
1821827a-526a-3d4f-bc6f-8b163febdc5d,St Mary's Hospice,,Ulverston,Cumbria,LA12 7,+44 1229 580305
f7eabf2a-3a9d-3a55-92b8-03c51c122af5,Seascale Health Centre,Gosforth Road nan,Seascale,Cumbria,CA20 1,+44 1946 7 28101
2987167d-1aa6-3669-8089-b6516829cb7b,Brampton Medical Practice,,Carlisle,Cumbria,CA4 8,
e597698d-54bf-3743-ad96-1db33df04e4f,Cumberland Infirmary,,Carlisle,Cumbria,CA2 7,
25127c28-a312-38de-afe8-91346ccd6707,Windermere Health Centre,Goodly Dale nan,Kendal,Cumbria,LA8 9,+44 15394 45159
6a8f4d8e-f6c9-3bc4-aaa5-99330b4bfc59,St. Mary's Surgery,Ambleside Road nan,Kendal,Cumbria,LA8 9,+44 15394 88484
b77e1b3a-1e1d-3078-9280-b6cde81067b1,Ruth Lancaster James Hospital,,Alston,Cumbria,CA9 3,
2001c96e-05ea-347a-918a-e19bb362ee12,St. Mary's Surgery,Ambleside Road nan,Kendal,Cumbria,LA8 9,+44 15394 88484
9319206e-8477-35e0-9417-c9037dfb2307,Cartmel Surgery,Haggs Lane nan,Grange-over-Sands,Cumbria,LA11 6,+44 15395 36366
aad6236b-90f1-3e37-9ffe-e04fd2b8a031,Cartmel Surgery,Haggs Lane nan,Grange-over-Sands,Cumbria,LA11 6,+44 15395 36366
1744d2e4-2ccc-3a4b-8658-7af75492cc7a,Seascale Health Centre,Gosforth Road nan,Seascale,Cumbria,CA20 1,+44 1946 7 28101
aa8494a4-ca9e-305a-9d1f-43246b0e4c03,Brampton Medical Practice,,Carlisle,Cumbria,CA4 8,
190eb371-ef64-3fea-8840-6754117abd98,Harraby Surgery,Eastern Way 1,Carlisle,Cumbria,CA3 8,+44 1228 515808
bcf92d11-3f87-3e08-a1fd-3bc861ed5d73,Furness General Hospital,,Barrow-in-Furness,Cumbria,LA14 1,
7a43f2b9-6c3a-3eb6-92eb-f19dcd557ad6,Wimpole Road Surgery,,Colchester,Essex,CO2 7,
918888c1-90e3-3f6f-bc20-e03eb04cb566,Phoenix Hospital,West Hanningfield Road nan,Chelmsford,Essex,CM2 6,
177065d4-b964-3407-acf3-0478c8affd00,Princess Alexandra Hospital,,Harlow,Essex,CM20 2,
dc1ac895-250b-371e-8a13-328b15c814a9,Jenner House,,Harlow,Essex,CM20 2,
f0661a51-118c-3757-a4ac-2405603b6589,Springfield Hospital,Lawn Lane nan,Chelmsford,Essex,CM2 6,+44 1245 952741
f3690219-121d-3ec7-baf3-206b747c1fa2,Chadwell Medical Centre,Brentwood Road 1,Grays,Essex,RM16 4,+44 1375 842289
faebfd52-d130-385e-8462-b34941d0e3f9,Saint Margaret's Hospital,,Epping,Essex,CM16 4,
156ec744-b2b5-3866-976d-5b0ff2d984bd,Chadwell Medical Centre,Brentwood Road 1,Grays,Essex,RM16 4,+44 1375 842289
30a58795-635d-3e2a-b04b-8c793524710c,Chadwell Medical Centre,Brentwood Road 1,Grays,Essex,RM16 4,+44 1375 842289
bc4beb50-c5ac-3832-a283-c6d59bfa86fa,Clacton Hospital,,Clacton-on-Sea,Essex,CO15 3,
589d5fe7-a276-3d28-8d27-a39b6d9e4033,Canvey Island Doctors Surgery,,,Essex,,
f74ae69a-0dda-34f2-81b8-b54eac383bf1,The High Wood Surgery,,Brentwood,Essex,CM14 4,
c528d314-3eb3-3d41-a5c9-fd38ccc934e4,The Grays Surgery,High Street 78,Grays,Essex,RM17 5,+44 1375 390717
288f3b7b-3fe7-3cc7-9ca0-778978054597,The Grays Surgery,High Street 78,Grays,Essex,RM17 5,+44 1375 390717
c0ea5698-9500-3f09-ab6f-7c25daffe936,Scott Park Surgery,Western Approaches 205,Southend-on-Sea,Essex,SS1 1,
4734a490-a93e-3872-8be3-291d875f158b,Hartswood Hospital,,Brentwood,Essex,CM14 4,
2db92fb1-5cc6-3328-bc18-3a6bbb4fec64,Collingwood Road Surgery,,Witham,Essex,CM8 2,
b3b0ab42-e103-3d21-ab5a-dcb681886751,Hutton Village Nursing Home,,Brentwood,Essex,CM14 4,
36c07a9e-ec36-3c26-a262-adb4db8d02e4,Princess Alexandra Hospital,,Harlow,Essex,CM20 2,
d17f4a2b-4f14-365d-993d-e61d032e617f,St Peter's Hospital,Spital Road nan,Maldon,Essex,CM9 5,
2c35bfe0-83a7-3ec8-86d5-e118931b6f0e,Chavasse V C House,,Colchester,Essex,CO2 7,
32b22aee-a303-3ff6-930a-4fcd6b86e529,Princess Alexandra Hospital,,Harlow,Essex,CM20 2,
ff138e7c-05f2-39af-ae09-5bdc10cad0c9,Broomfield Hospital,Court Road nan,Chelmsford,Essex,CM1 7,+44 1245 443673
b3a979ea-8e60-3d21-866f-36cb2ec68bbf,Sancta Maria Medical Centre,,South Ockendon,Essex,RM15 5,
593d9257-4cbc-3c88-99e1-e95563bda8b5,Dr S W Child Fronks Road Surgery,nan 77,Harwich,Essex,CO12 3,
ba724625-4eac-31bb-b07a-a118135536b7,Braintree Community Hospital,,Braintree,Essex,CM7 3,
e8f80d66-2dc3-338b-89ae-236e2fe06455,Braintree Community Hospital,,Braintree,Essex,CM7 3,
79decaef-3a68-38ec-8eda-1d8746afdcb2,Clacton Hospital,,Clacton-on-Sea,Essex,CO15 3,
8590c179-011b-3809-8813-7cb0fe6e4e0d,Saint Margaret's Hospital,,Epping,Essex,CM16 4,
e971aae5-d147-3359-85ae-6213a87c7569,Dr S W Child Fronks Road Surgery,nan 77,Harwich,Essex,CO12 3,
8bca177c-460f-39ff-b8b5-e09520cab2e5,North Road Primary Care Centre,,Westcliff-on-Sea,Essex,SS0 9,
2cf1dee3-6a33-3198-8dfc-1cf0e75d98b1,Kent Elms Health Centre,Rayleigh Road 1,Leigh-on-Sea,Essex,SS9 5,
06f18f18-c1b0-38e4-ac43-e1fe21d269f8,Collingwood Road Surgery,,Witham,Essex,CM8 2,
28b968ec-bd3b-3241-b12c-e4c5fd438810,Sutherlanfd Lodge Surgery,Baddow Road 115,Chelmsford,Essex,CM2 9,
875e68ce-0ca5-39fb-b12c-8347a6733030,The Laurels Surgery,Juniper Road nan,Chelmsford,Essex,CM3 3,+44 1245 467364
f347a3f8-0fa1-3fa6-9aaa-54d2e9463549,Rowhedge Medical Practice,,Colchester,Essex,CO4 3,
1ebef884-2586-3c4b-971a-d1e6cf364a29,Spire London East,,Woodford Green,Essex,IG8 0,
68b39414-d329-3a0b-8abd-070d4cd3f217,Humber Road Surgery,Humber Road 27,Chelmsford,Essex,CM2 6,+44 1245 204044
70c5565e-2604-323b-b1b6-0275b9bde6a2,St Aubyn Centre,,Colchester,Essex,CO4 5,
d2d9ced6-0d66-36eb-a028-d570e5d4881a,Queens Hospital,,Romford,Essex,RM1 3,
54c4d6ff-dd04-3d53-bc77-2edd93fe7f32,Wimpole Road Surgery,,Colchester,Essex,CO2 7,
4b4d9f0f-8472-38ae-a7fd-0481e69760b6,The Laurels Surgery,Juniper Road nan,Chelmsford,Essex,CM3 3,+44 1245 467364
ec47ab0e-9391-3a95-b3e2-a0602e05febb,Tiptree Medical Centre,,Colchester,Essex,CO5 0,
5164d01c-42ba-3c1d-8b16-e902ac59d66c,Shrub End Surgery,Shrub End Road 122,Colchester,Essex,CO2 7,
edf40810-cd80-34b6-b738-b3d4aff2cb2d,Kent Elms Health Centre,Rayleigh Road 1,Leigh-on-Sea,Essex,SS9 5,
a476fb58-0f4a-3bc8-98ec-d96e78fb462a,Nayland Surgery,Bear Street 93,Colchester,Essex,CO6 4,
a49cb920-6a18-3594-ab6e-ca1ad055764b,St Lukes Hospice,,Basildon,Essex,SS15 5,
d2cc578a-a305-33e9-b8bb-c400b7c64bad,Downhall Park Surgery,Rawreth Lane 49,Rayleigh,Essex,SS6 7,
f94a5b6e-14ac-30ba-ad46-50e69d5c2eb4,Chelmsford and Essex Centre,,Chelmsford,Essex,CM2 6,
b72d0073-750e-3776-a0cc-cf07906010d1,Frinton Medical Eye Centre,Connaught Avenue 86,Frinton-on-Sea,Essex,CO13 0,
bf5224d3-54ed-3f92-a908-7252e144a235,Newport Surgery,Frambury Lane nan,Saffron Walden,Essex,CB11 3,
72879527-94b2-35d6-b1f6-55e4abc35916,St Lukes Hospice,,Basildon,Essex,SS15 5,
5250db95-74d8-35e6-bff1-b976a8b1a44f,The Writtle Surgery,Lordship Road 16A,Chelmsford,Essex,CM1 3,
e56241de-3f57-3bd3-8b3e-324e9d4e5fdf,Canvey Island Doctors Surgery,,,Essex,,
7f5db14e-8824-3625-9c21-d1adc2a7a617,St Lukes Hospice,,Basildon,Essex,SS15 5,
e25efce7-710c-3b45-897c-4b623a33f50c,Shrub End Surgery,Shrub End Road 122,Colchester,Essex,CO2 7,
c2d1453e-a20c-3dce-9ece-7179eda34110,Wimpole Road Surgery,,Colchester,Essex,CO2 7,
b0cedfd3-e966-3cfd-807d-9ec679c28e98,Colchester General Hospital,,Colchester,Essex,CO4 5,
8257d1a3-e690-3b40-8a55-4d5d09797b00,Clacton Hospital,,Clacton-on-Sea,Essex,CO15 3,
743fde6b-69b5-31b1-9136-f9bfab4a873c,Southend University Hospital,,Westcliff-on-Sea,Essex,SS0 9,
95a61414-1dec-32e1-bf8b-b85ca8e3c758,Chapel Lane Surgery,,Colchester,Essex,CO7 7,
2330fe85-bfab-3483-9bcd-97510853b89a,Mountbatten House Surgery,,Chelmsford,Essex,CM2 6,
55730589-2a32-3ab3-be97-72f9868aba6b,Southend University Hospital,,Westcliff-on-Sea,Essex,SS0 9,
0c5f82cc-598a-3f62-975a-7e5b760667ce,Dilip Sabnis Medical Centre,Linford Road nan,Grays,Essex,RM16 4,+44 1375 851578
0622f354-c27c-3cff-8159-5be0a3d635a0,North Road Primary Care Centre,,Westcliff-on-Sea,Essex,SS0 9,
c184d098-d13e-3cd5-a5f0-aab975aacb9c,The High Wood Surgery,,Brentwood,Essex,CM14 4,
864b869c-5bc7-395c-9f03-5e9b0506fea4,The Castle Surgery,Falcon Square 10,Halstead,Essex,CO9 3,
adb8736e-9869-3665-bd1c-6295b94bc0e4,Rochford Hospital,,Rochford,Essex,SS4 1,
ed5ad157-4f6f-3804-afe2-aab689e512dd,Jenner House,,Harlow,Essex,CM20 2,
099175cd-b4cb-3782-a259-5ced9b6ca739,Kent Elms Health Centre,Rayleigh Road 1,Leigh-on-Sea,Essex,SS9 5,
4010c28c-6664-3a83-87c1-c320c496ed85,Downhall Park Surgery,Rawreth Lane 49,Rayleigh,Essex,SS6 7,
4ed475fb-4d54-3510-9155-b62cc31a6abe,Colchester General Hospital,,Colchester,Essex,CO4 5,
6b3eaa27-fc55-3b5a-9d74-7bd5bcb667f2,The Castle Surgery,Falcon Square 10,Halstead,Essex,CO9 3,
7dacd0ca-e969-397b-84ee-8e178e416575,Hassengate Medical Centre,,Stanford le Hope,Essex,SS17 0,
44863517-f3e4-3c7c-ad88-60747cc3a9b1,The Writtle Surgery,Lordship Road 16A,Chelmsford,Essex,CM1 3,
db4dcb1f-68f8-30f9-8a41-2a96bdfe86f5,Hartswood Hospital,,Brentwood,Essex,CM14 4,
ace380df-494b-3f83-bf5d-e1084add56a1,Chavasse V C House,,Colchester,Essex,CO2 7,
9d107319-d2c5-366f-a0d1-ff4cf6e7a1fb,The Grays Surgery,High Street 78,Grays,Essex,RM17 5,+44 1375 390717
d94a0943-531f-329b-8d64-0a69d5f585f4,Coggeshall Surgery,,Colchester,Essex,CO6 1,
dd19c0b5-1c49-3d1e-b37a-b344f1ab0948,Chavasse V C House,,Colchester,Essex,CO2 7,
062cb072-2bfb-384a-861d-a2adb4ff5122,Thurrock Community Hospital,,Grays,Essex,RM17 5,
5f01530a-7633-30ac-ab7f-c93f52563992,Dr S W Child Fronks Road Surgery,nan 77,Harwich,Essex,CO12 3,
77935ae0-da0f-344e-8d35-4d3fb7bd114c,Broomfield Hospital,Court Road nan,Chelmsford,Essex,CM1 7,+44 1245 443673
5d153d62-22f2-3823-99d2-0e8ba53de7da,Sancta Maria Medical Centre,,South Ockendon,Essex,RM15 5,
46dda9e3-f76e-38ab-8911-27e68ecf0bb3,Highwoods Surgery,Highwoods Square nan,Colchester,Essex,CO4 9,
862cce6f-b620-35db-999a-99c60eeb55bc,Noak Bridge Medical Centre,,Basildon,Essex,SS15 5,
5cbff4be-c001-37d5-a815-6804c5af5f80,Humber Road Surgery,Humber Road 27,Chelmsford,Essex,CM2 6,+44 1245 204044
34d6303b-632b-3fb9-891d-319b421ae873,Southend University Hospital,,Westcliff-on-Sea,Essex,SS0 9,
2aeac5f0-3834-31c0-bf23-f5d76129bcfe,Phoenix Hospital,West Hanningfield Road nan,Chelmsford,Essex,CM2 6,
f93f8b16-a43a-358b-8d9d-837caa89d479,Broomfield Hospital,Court Road nan,Chelmsford,Essex,CM1 7,+44 1245 443673
6d804642-86f3-3171-bbec-1e2d5c391f07,Mountbatten House Surgery,,Chelmsford,Essex,CM2 6,
a537f78b-ff91-32ad-ac59-3b3d5f1c97b7,Rowhedge Medical Practice,,Colchester,Essex,CO4 3,
0f05b2be-a611-3085-b1b3-119a7a45ecfa,Nayland Surgery,Bear Street 93,Colchester,Essex,CO6 4,
f3260c71-7b3b-364e-8a72-3801b13114ea,Blandford Medical Centre,Mace Avenue nan,Braintree,Essex,CM7 3,+44 1376 347100
e9b1a3cd-5f76-3ae3-a620-26237aea55f9,The Castle Surgery,Falcon Square 10,Halstead,Essex,CO9 3,
c6c6c41a-913c-3853-a172-6d8afdc2f25d,The Laurels Surgery,Juniper Road nan,Chelmsford,Essex,CM3 3,+44 1245 467364
0f631b26-af8d-37af-8949-f8794399a5c0,Queens Hospital,,Romford,Essex,RM1 3,
416afddd-e95c-3d49-9dc4-be64005b5f76,St Aubyn Centre,,Colchester,Essex,CO4 5,
2794552f-3ce5-39e1-9d72-dce476a0639b,St Aubyn Centre,,Colchester,Essex,CO4 5,
52418989-9218-33d2-bea6-816e67dd1b8e,Blandford Medical Centre,Mace Avenue nan,Braintree,Essex,CM7 3,+44 1376 347100
7972f604-1948-3458-8d0c-48691b65207e,Scott Park Surgery,Western Approaches 205,Southend-on-Sea,Essex,SS1 1,
779f3143-8140-3569-80ae-68f1cb233b27,Spire London East,,Woodford Green,Essex,IG8 0,
6daa7081-55fe-3d43-8f2a-3393ed0bd933,Chapel Lane Surgery,,Colchester,Essex,CO7 7,
80f05e43-37b7-3f8f-810c-dfd9a89e913e,Hassengate Medical Centre,,Stanford le Hope,Essex,SS17 0,
2378c37f-57c5-31a5-b805-13a621307e39,Oaklands Nursing Home,,Basildon,Essex,SS15 5,
dfa84f32-46cf-38c8-a2cb-822a732aaa36,Knights Surgery,,Basildon,Essex,SS15 5,
bf9c8869-d565-3bc7-8f19-cb83cea06b16,Tiptree Medical Centre,,Colchester,Essex,CO5 0,
2b729015-e7c5-3444-a0b1-fc54ed0fceb4,The Writtle Surgery,Lordship Road 16A,Chelmsford,Essex,CM1 3,
63b08549-c301-30c8-9598-c9adfe1e2d1c,Canvey Island Doctors Surgery,,,Essex,,
9ba22c55-1530-364a-b6a4-f2ca5225d037,Braintree Community Hospital,,Braintree,Essex,CM7 3,
e17e3a46-dca5-3cca-981e-18eb8b80d537,Noak Bridge Medical Centre,,Basildon,Essex,SS15 5,
dd2c11ed-272c-35c3-ab35-2d4654becaf7,Oaklands Nursing Home,,Basildon,Essex,SS15 5,
e40e9b9d-3f12-372d-a620-5d15b901ac18,Phoenix Hospital,West Hanningfield Road nan,Chelmsford,Essex,CM2 6,
237c3963-2685-36fc-bb53-bcb170e57c5d,Chelmer Village Surgery,,Chelmsford,Essex,CM2 6,
3fd59de1-f392-317b-8f43-0b67214fe4a5,Thurrock Community Hospital,,Grays,Essex,RM17 5,
23b72dd9-b7f2-3ab3-9242-b9ac47887657,Newport Surgery,Frambury Lane nan,Saffron Walden,Essex,CB11 3,
41aa7359-a223-373c-b058-ba1636ce7d53,Chelmer Village Surgery,,Chelmsford,Essex,CM2 6,
67fcd48e-cfd9-311e-be3c-b2dec0e54b92,Sancta Maria Medical Centre,,South Ockendon,Essex,RM15 5,
92101528-8aaf-38e2-a512-bfb176ae12d3,Danbury Medical Centre,Maldon Road 52,Chelmsford,Essex,CM3 4,
6a242d23-239c-3e74-b8bf-93b9ca78149c,Thurrock Community Hospital,,Grays,Essex,RM17 5,
7b023bfd-c35d-3dc1-ac34-80082d199966,Highwoods Surgery,Highwoods Square nan,Colchester,Essex,CO4 9,
d12beb60-7ffa-3c01-ab67-61115ec7ddda,Saint Margaret's Hospital,,Epping,Essex,CM16 4,
ce94d2c8-3b07-35f3-b42f-132bc7e8572f,Basildon University Hospital,Nether Mayne nan,Basildon,Essex,SS15 5,+44 1268 524900
1e909469-ed37-3ae5-9214-6e9758ef9ede,Noak Bridge Medical Centre,,Basildon,Essex,SS15 5,
5e261fd3-ee85-3ee0-81b5-d59179201087,Basildon University Hospital,Nether Mayne nan,Basildon,Essex,SS15 5,+44 1268 524900
87a26587-5eee-3099-8f5e-8fad9fd4c42e,Oaklands Nursing Home,,Basildon,Essex,SS15 5,
40669d3a-8a16-399d-b8f0-d953b2f0bc38,Old Rectory,,Colchester,Essex,CO2 7,
9c50ea74-22a7-31d1-b364-e072b3e3e591,Southbourne Grove Surgery,Southbourne Grove 314,Westcliff-on-Sea,Essex,SS0 9,
bbf1cfdd-8215-3bbe-a4c2-457e660516ab,Coggeshall Surgery,,Colchester,Essex,CO6 1,
ee768754-b4f0-33c7-8eb0-811d7f9536a4,Chapel Lane Surgery,,Colchester,Essex,CO7 7,
5aa09313-dede-3b4b-80ed-2f3d09662b6b,Southbourne Grove Surgery,Southbourne Grove 314,Westcliff-on-Sea,Essex,SS0 9,
83cea393-15b1-3ed9-a784-9ccfb2d40e6b,Colchester General Hospital,,Colchester,Essex,CO4 5,
a0c984a1-0134-3955-a5f6-e6f06c0fdd7c,Knights Surgery,,Basildon,Essex,SS15 5,
16004265-ed06-3d8c-83df-0138c4a53fcf,Blandford Medical Centre,Mace Avenue nan,Braintree,Essex,CM7 3,+44 1376 347100
7327f329-9d22-3bef-a06c-c8c840d21b9b,Humber Road Surgery,Humber Road 27,Chelmsford,Essex,CM2 6,+44 1245 204044
5580c6da-75fc-3746-9f0e-59d6081edbbf,Hutton Village Nursing Home,,Brentwood,Essex,CM14 4,
